"","FILENUM","INCIDENT_TYPE","SOURCE","SUBJ_TYPE","SUBJ_INC_NUM","SERVICE_TYPE","RESISTANCE_TYPE","SUB_ACT_DESC","UOF_EFFECTIVE","SUBJ_INJ","SUBJ_INJ_HOSP","INVOLVMENT","AGE","YRS_EMPL","SEX","RACE","ALLEGATION_MADE","FINDING","RECEIVED_DT","OCCURRED_DT","INC_STATUS"
"297","CII2023-014","Complaint External-Informal","Supervisor","Officer",20073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Unexcused or unauthorized tardiness","Exceptional",2023-10-06,2023-10-06,"Completed"
"298","CII2023-014","Complaint External-Informal",NA,"Officer",19871,NA,NA,NA,NA,NA,NA,"Complainant",37,"7","Female","White",NA,NA,NA,NA,NA
"299","CII2023-014","Complaint External-Informal",NA,"Officer",20073,NA,NA,NA,NA,NA,NA,"Officer",21,"0","female","white",NA,NA,NA,NA,NA
"300","CII2023-015","Complaint Internal-Informal","Supervisor","Officer",20028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Unexcused or unauthorized tardiness","Exceptional",2023-11-02,2023-10-29,"Completed"
"301","CII2023-015","Complaint Internal-Informal",NA,"Officer",20029,NA,NA,NA,NA,NA,NA,"Witness",44,"8","Female","White",NA,NA,NA,NA,NA
"302","CII2023-015","Complaint Internal-Informal",NA,"Officer",20032,NA,NA,NA,NA,NA,NA,"Witness",64,"39","Female","White",NA,NA,NA,NA,NA
"303","CII2023-015","Complaint Internal-Informal",NA,"Officer",20031,NA,NA,NA,NA,NA,NA,"Witness",22,"0","female","white",NA,NA,NA,NA,NA
"304","CII2023-015","Complaint Internal-Informal",NA,"Officer",20033,NA,NA,NA,NA,NA,NA,"Witness",55,"20","Female","White",NA,NA,NA,NA,NA
"305","CII2023-015","Complaint Internal-Informal",NA,"Officer",20028,NA,NA,NA,NA,NA,NA,"Officer",21,"0","female","white",NA,NA,NA,NA,NA
"306","CII2023-015","Complaint Internal-Informal",NA,"Officer",20030,NA,NA,NA,NA,NA,NA,"Witness",32,"3","male","caucasian",NA,NA,NA,NA,NA
"307","UF2023-001","Use of force","Employee","Citizen",5016,"Arrest","No Force (Complaint of Inj)",NA,"n/a","No","Yes","Complainant",40,NA,"Male","Hispanic",NA,NA,2023-01-05,2023-01-05,"Completed"
"308","UF2023-001","Use of force","Employee","Officer/Reporter",18759,"Arrest","No Force (Complaint of Inj)","Administrative-No Force","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-05,2023-01-05,"Completed"
"309","UF2023-001","Use of force","Employee","Officer/Witness",18760,"Arrest","No Force (Complaint of Inj)",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-05,2023-01-05,"Completed"
"310","UF2023-001","Use of force",NA,"Officer",18760,NA,NA,NA,NA,NA,NA,"Witness",24,"2","Male","White",NA,NA,NA,NA,NA
"311","UF2023-001","Use of force",NA,"Officer",18759,NA,NA,NA,NA,NA,NA,"Officer",29,"5","Male","White",NA,NA,NA,NA,NA
"312","UF2023-002","Use of force","Employee","Officer/Reporter",18815,"911 call","Destructive Self/Others","OC","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-16,2023-01-16,"Completed"
"313","UF2023-002","Use of force",NA,"Officer",18815,NA,NA,NA,NA,NA,NA,"Officer",36,"14","Male","White",NA,NA,NA,NA,NA
"314","UF2023-003","Use of force","Employee","Officer/Reporter",18811,"Arrest","Active Resister Unarmed","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-11,2023-01-11,"Completed"
"315","UF2023-003","Use of force","Employee","Officer/Reporter",18810,"Arrest","Active Resister Unarmed","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-11,2023-01-11,"Completed"
"316","UF2023-003","Use of force","Employee","Citizen",5020,"Arrest","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",24,NA,"Female","White",NA,NA,2023-01-11,2023-01-11,"Completed"
"317","UF2023-003","Use of force","Employee","Citizen",5021,"Arrest","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",37,NA,"Female","White",NA,NA,2023-01-11,2023-01-11,"Completed"
"318","UF2023-003","Use of force","Employee","Officer/Reporter",18812,"Arrest","Active Resister Unarmed","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-11,2023-01-11,"Completed"
"319","UF2023-003","Use of force",NA,"Officer",18810,NA,NA,NA,NA,NA,NA,"Officer",41,"12","Male","White",NA,NA,NA,NA,NA
"320","UF2023-003","Use of force",NA,"Officer",18811,NA,NA,NA,NA,NA,NA,"Officer",44,"7","Female","White",NA,NA,NA,NA,NA
"321","UF2023-003","Use of force",NA,"Officer",18812,NA,NA,NA,NA,NA,NA,"Officer",53,"9","Male","White",NA,NA,NA,NA,NA
"322","UF2023-004","Use of force","Employee","Officer/Witness",18898,"911 call","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-29,2023-01-26,"Completed"
"323","UF2023-004","Use of force","Employee","Officer/Witness",18896,"911 call","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-29,2023-01-26,"Completed"
"324","UF2023-004","Use of force","Employee","Officer/Witness",18894,"911 call","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-29,2023-01-26,"Completed"
"325","UF2023-004","Use of force","Employee","Officer/Reporter",18893,"911 call","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-29,2023-01-26,"Completed"
"326","UF2023-004","Use of force","Employee","Officer/Witness",18895,"911 call","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-29,2023-01-26,"Completed"
"327","UF2023-004","Use of force","Employee","Citizen",5040,"911 call","Active Resister Armed",NA,"n/a","No","Yes","Complainant",26,NA,"Male","White",NA,NA,2023-01-29,2023-01-26,"Completed"
"328","UF2023-004","Use of force","Employee","Officer/Witness",18897,"911 call","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-29,2023-01-26,"Completed"
"329","UF2023-004","Use of force",NA,"Officer",18895,NA,NA,NA,NA,NA,NA,"Witness",53,"9","Male","White",NA,NA,NA,NA,NA
"330","UF2023-004","Use of force",NA,"Officer",18897,NA,NA,NA,NA,NA,NA,"Witness",42,"18","Male","White",NA,NA,NA,NA,NA
"331","UF2023-004","Use of force",NA,"Officer",18898,NA,NA,NA,NA,NA,NA,"Witness",43,"14","Male","White",NA,NA,NA,NA,NA
"332","UF2023-004","Use of force",NA,"Officer",18896,NA,NA,NA,NA,NA,NA,"Witness",34,"9","Male","Hispanic",NA,NA,NA,NA,NA
"333","UF2023-004","Use of force",NA,"Officer",18893,NA,NA,NA,NA,NA,NA,"Officer",27,"4","male","white",NA,NA,NA,NA,NA
"334","UF2023-004","Use of force",NA,"Officer",18894,NA,NA,NA,NA,NA,NA,"Witness",33,"7","Male","White",NA,NA,NA,NA,NA
"335","UF2023-005","Use of force","Employee","Citizen",5070,"911 call","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",28,NA,"Male","White",NA,NA,2023-02-17,2023-02-17,"Completed"
"336","UF2023-005","Use of force","Employee","Officer/Reporter",18982,"911 call","Active Resister Unarmed","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-02-17,2023-02-17,"Completed"
"337","UF2023-005","Use of force","Employee","Citizen",5070,"911 call","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",28,NA,"Male","White",NA,NA,2023-02-17,2023-02-17,"Completed"
"338","UF2023-005","Use of force",NA,"Officer",18982,NA,NA,NA,NA,NA,NA,"Officer",30,"1","male","white",NA,NA,NA,NA,NA
"339","UF2023-006","Use of force","Employee","Officer/Reporter",18851,"Disturbance","Passive Non Compliant","Conducted Energy Device","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-24,2023-01-24,"Completed"
"340","UF2023-006","Use of force","Employee","Citizen",5034,"Disturbance","Passive Non Compliant",NA,"n/a","No","Yes","Complainant",24,NA,"Male","Hispanic",NA,NA,2023-01-24,2023-01-24,"Completed"
"341","UF2023-006","Use of force","Employee","Officer/Reporter",18851,"Disturbance","Passive Non Compliant","Kenetic Energy Projectile","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-24,2023-01-24,"Completed"
"342","UF2023-006","Use of force","Employee","Officer/Reporter",18851,"Disturbance","Passive Non Compliant","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-24,2023-01-24,"Completed"
"343","UF2023-006","Use of force","Employee","Officer/Reporter",18852,"Disturbance","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-24,2023-01-24,"Completed"
"344","UF2023-006","Use of force","Employee","Officer/Reporter",18854,"Disturbance","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-24,2023-01-24,"Completed"
"345","UF2023-006","Use of force","Employee","Officer/Reporter",18853,"Disturbance","Passive Non Compliant","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-24,2023-01-24,"Completed"
"346","UF2023-006","Use of force",NA,"Officer",18851,NA,NA,NA,NA,NA,NA,"Officer",42,"12","Male","White",NA,NA,NA,NA,NA
"347","UF2023-006","Use of force",NA,"Officer",18854,NA,NA,NA,NA,NA,NA,"Officer",32,"8","Male","Asian",NA,NA,NA,NA,NA
"348","UF2023-006","Use of force",NA,"Officer",18852,NA,NA,NA,NA,NA,NA,"Officer",41,"12","Male","White",NA,NA,NA,NA,NA
"349","UF2023-006","Use of force",NA,"Officer",18853,NA,NA,NA,NA,NA,NA,"Officer",33,"10","Male","White",NA,NA,NA,NA,NA
"350","UF2023-007","Use of force","Employee","Officer/Witness",18824,"Arrest","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-17,2023-01-17,"Completed"
"351","UF2023-007","Use of force","Employee","Officer/Witness",18825,"Arrest","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-17,2023-01-17,"Completed"
"352","UF2023-007","Use of force","Employee","Officer/Reporter",18823,"Arrest","Active Resister Unarmed","Hand/Foot Strike","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-01-17,2023-01-17,"Completed"
"353","UF2023-007","Use of force",NA,"Officer",18824,NA,NA,NA,NA,NA,NA,"Witness",33,"7","Male","White",NA,NA,NA,NA,NA
"354","UF2023-007","Use of force",NA,"Officer",18825,NA,NA,NA,NA,NA,NA,"Witness",42,"14","Male","White",NA,NA,NA,NA,NA
"355","UF2023-007","Use of force",NA,"Officer",18823,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"356","UF2023-008","Use of force","Employee","Citizen",5081,"Fight Call","Destructive Self/Others",NA,"n/a","No","No","Complainant",NA,NA,"Male","Unknown",NA,NA,2023-03-05,2023-03-05,"Completed"
"357","UF2023-008","Use of force","Employee","Officer/Reporter",19036,"Fight Call","Destructive Self/Others","OC","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-05,2023-03-05,"Completed"
"358","UF2023-008","Use of force",NA,"Officer",19036,NA,NA,NA,NA,NA,NA,"Officer",44,"2","male","Native Am",NA,NA,NA,NA,NA
"359","UF2023-009","Use of force","Employee","Officer/Reporter",19006,"Suicide Attempt","Passive Non Compliant","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-01,2023-02-28,"Completed"
"360","UF2023-009","Use of force","Employee","Officer/Reporter",19005,"Suicide Attempt","Passive Non Compliant","Conducted Energy Device","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-01,2023-02-28,"Completed"
"361","UF2023-009","Use of force","Employee","Officer/Reporter",19006,"Suicide Attempt","Passive Non Compliant","Conducted Energy Device","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-01,2023-02-28,"Completed"
"362","UF2023-009","Use of force","Employee","Citizen",5078,"Suicide Attempt","Passive Non Compliant",NA,"n/a","No","Yes","Witness",71,NA,"Female","White",NA,NA,2023-03-01,2023-02-28,"Completed"
"363","UF2023-009","Use of force","Employee","Citizen",5077,"Suicide Attempt","Passive Non Compliant",NA,"n/a","No","Yes","Complainant",42,NA,"Male","White",NA,NA,2023-03-01,2023-02-28,"Completed"
"364","UF2023-009","Use of force","Employee","Officer/Reporter",19006,"Suicide Attempt","Passive Non Compliant","Conducted Energy Device","Limited","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-01,2023-02-28,"Completed"
"365","UF2023-009","Use of force",NA,"Officer",19006,NA,NA,NA,NA,NA,NA,"Officer",40,"4","male","white",NA,NA,NA,NA,NA
"366","UF2023-009","Use of force",NA,"Officer",19005,NA,NA,NA,NA,NA,NA,"Officer",38,"14","Male","White",NA,NA,NA,NA,NA
"367","UF2023-010","Use of force","Employee","Citizen",5080,"Disturbance","Destructive Self/Others",NA,"n/a","No","No","Complainant",17,NA,"Female","Black",NA,NA,2023-03-03,2023-03-03,"Completed"
"368","UF2023-010","Use of force","Employee","Officer/Reporter",19031,"Disturbance","Destructive Self/Others","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-03,2023-03-03,"Completed"
"369","UF2023-010","Use of force",NA,"Officer",19031,NA,NA,NA,NA,NA,NA,"Officer",52,"9","Male","White",NA,NA,NA,NA,NA
"370","UF2023-011","Use of force","Employee","Officer/Reporter",19035,"Disturbance","Active Fleeing",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,2023-03-04,2023-03-03,"Completed"
"371","UF2023-011","Use of force","Employee","Officer/Reporter",19034,"Disturbance","Active Fleeing","Take-Down","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,2023-03-04,2023-03-03,"Completed"
"372","UF2023-011","Use of force",NA,"Officer",19035,NA,NA,NA,NA,NA,NA,"Officer",52,"9","Male","White",NA,NA,NA,NA,NA
"373","UF2023-011","Use of force",NA,"Officer",19034,NA,NA,NA,NA,NA,NA,"Officer",37,"4","male","white",NA,NA,NA,NA,NA
"374","UF2023-012","Use of force","Employee","Officer/Witness",19091,"Investigation","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-23,2023-03-23,"Completed"
"375","UF2023-012","Use of force","Employee","Citizen",5095,"Investigation","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",15,NA,"Male","Black",NA,NA,2023-03-23,2023-03-23,"Completed"
"376","UF2023-012","Use of force","Employee","Citizen",5096,"Investigation","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",52,NA,"Male","White",NA,NA,2023-03-23,2023-03-23,"Completed"
"377","UF2023-012","Use of force","Employee","Officer/Reporter",19090,"Investigation","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-23,2023-03-23,"Completed"
"378","UF2023-012","Use of force",NA,"Officer",19091,NA,NA,NA,NA,NA,NA,"Witness",52,"9","Male","White",NA,NA,NA,NA,NA
"379","UF2023-012","Use of force",NA,"Officer",19090,NA,NA,NA,NA,NA,NA,"Officer",35,"10","Male","Black",NA,NA,NA,NA,NA
"380","UF2023-013","Use of force","Employee","Officer/Reporter",19069,"Disturbance","Destructive Self/Others","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-20,2023-03-19,"Completed"
"381","UF2023-013","Use of force","Employee","Citizen",5088,"Disturbance","Destructive Self/Others",NA,"n/a","No","No","Complainant",37,NA,"Female","Unknown",NA,NA,2023-03-20,2023-03-19,"Completed"
"382","UF2023-013","Use of force","Employee","Citizen",5089,"Disturbance","Destructive Self/Others",NA,"n/a","No","No","Complainant",14,NA,"Male","White",NA,NA,2023-03-20,2023-03-19,"Completed"
"383","UF2023-013","Use of force","Employee","Officer/Reporter",19069,"Disturbance","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-20,2023-03-19,"Completed"
"384","UF2023-013","Use of force",NA,"Officer",19069,NA,NA,NA,NA,NA,NA,"Officer",37,"4","male","white",NA,NA,NA,NA,NA
"385","UF2023-014","Use of force","Employee","Citizen",5084,"911 call","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",21,NA,"Male","White",NA,NA,2023-03-15,2023-03-15,"Completed"
"386","UF2023-014","Use of force","Employee","Citizen",5084,"911 call","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",21,NA,"Male","White",NA,NA,2023-03-15,2023-03-15,"Completed"
"387","UF2023-014","Use of force","Employee","Officer/Reporter",19060,"911 call","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-03-15,"Completed"
"388","UF2023-014","Use of force","Employee","Officer/Reporter",19057,"911 call","Destructive Self/Others","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-03-15,"Completed"
"389","UF2023-014","Use of force","Employee","Officer/Reporter",19061,"911 call","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-03-15,"Completed"
"390","UF2023-014","Use of force","Employee","Officer/Reporter",19058,"911 call","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-03-15,"Completed"
"391","UF2023-014","Use of force","Employee","Officer/Reporter",19056,"911 call","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-03-15,"Completed"
"392","UF2023-014","Use of force","Employee","Officer/Reporter",19059,"911 call","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-03-15,"Completed"
"393","UF2023-014","Use of force",NA,"Officer",19058,NA,NA,NA,NA,NA,NA,"Officer",43,"9","Male","White",NA,NA,NA,NA,NA
"394","UF2023-014","Use of force",NA,"Officer",19057,NA,NA,NA,NA,NA,NA,"Officer",45,"7","Male","Asian",NA,NA,NA,NA,NA
"395","UF2023-014","Use of force",NA,"Officer",19060,NA,NA,NA,NA,NA,NA,"Officer",44,"7","Female","White",NA,NA,NA,NA,NA
"396","UF2023-014","Use of force",NA,"Officer",19061,NA,NA,NA,NA,NA,NA,"Officer",53,"9","Male","White",NA,NA,NA,NA,NA
"397","UF2023-014","Use of force",NA,"Officer",19056,NA,NA,NA,NA,NA,NA,"Officer",36,"14","Male","White",NA,NA,NA,NA,NA
"398","UF2023-014","Use of force",NA,"Officer",19059,NA,NA,NA,NA,NA,NA,"Officer",38,"8","Male","Black",NA,NA,NA,NA,NA
"399","UF2023-015","Use of force","Employee","Officer/Witness",19127,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-08,2023-04-08,"Completed"
"400","UF2023-015","Use of force","Employee","Citizen",5111,"Arrest","Passive Non Compliant",NA,"n/a","No","Yes","Witness",57,NA,"Male",NA,NA,NA,2023-04-08,2023-04-08,"Completed"
"401","UF2023-015","Use of force","Employee","Citizen",5110,"Arrest","Passive Non Compliant",NA,"n/a","No","Yes","Complainant",30,NA,"Female","White",NA,NA,2023-04-08,2023-04-08,"Completed"
"402","UF2023-015","Use of force","Employee","Officer/Reporter",19126,"Arrest","Passive Non Compliant","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-08,2023-04-08,"Completed"
"403","UF2023-015","Use of force",NA,"Officer",19126,NA,NA,NA,NA,NA,NA,"Officer",36,"5","Male","White",NA,NA,NA,NA,NA
"404","UF2023-015","Use of force",NA,"Officer",19127,NA,NA,NA,NA,NA,NA,"Witness",25,"4","male","white",NA,NA,NA,NA,NA
"405","UF2023-016","Use of force","Employee","Citizen",5087,"Arrest","Active Fleeing",NA,"n/a","No","Yes","Complainant",33,NA,"Male","Black",NA,NA,2023-03-09,2023-03-09,"Completed"
"406","UF2023-016","Use of force","Employee","Officer/Reporter",19068,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-09,2023-03-09,"Completed"
"407","UF2023-016","Use of force",NA,"Officer",19068,NA,NA,NA,NA,NA,NA,"Officer",41,"13","Male","White",NA,NA,NA,NA,NA
"408","UF2023-017","Use of force","Employee","Officer/Reporter",19245,"Assisting Other Agency","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-18,2023-03-18,"Completed"
"409","UF2023-017","Use of force","Employee","Officer/Reporter",19192,"Assisting Other Agency","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-18,2023-03-18,"Completed"
"410","UF2023-017","Use of force","Employee","Officer/Reporter",19191,"Assisting Other Agency","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-03-18,2023-03-18,"Completed"
"411","UF2023-017","Use of force",NA,"Officer",19192,NA,NA,NA,NA,NA,NA,"Officer",41,"12","Male","White",NA,NA,NA,NA,NA
"412","UF2023-017","Use of force",NA,"Officer",19191,NA,NA,NA,NA,NA,NA,"Officer",30,"1","male","white",NA,NA,NA,NA,NA
"413","UF2023-017","Use of force",NA,"Officer",19245,NA,NA,NA,NA,NA,NA,"Officer",25,"4","male","white",NA,NA,NA,NA,NA
"414","UF2023-018","Use of force","Employee","Officer/Reporter",19226,"Disturbance","Active Resister Armed","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-24,2023-04-24,"Completed"
"415","UF2023-018","Use of force","Employee","Citizen",5132,"Disturbance","Active Resister Armed",NA,"n/a","No","Yes","Complainant",38,NA,"Male","Black",NA,NA,2023-04-24,2023-04-24,"Completed"
"416","UF2023-018","Use of force","Employee","Officer/Reporter",19227,"Disturbance","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-24,2023-04-24,"Completed"
"417","UF2023-018","Use of force","Employee","Officer/Witness",19228,"Disturbance","Active Resister Armed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-24,2023-04-24,"Completed"
"418","UF2023-018","Use of force",NA,"Officer",19227,NA,NA,NA,NA,NA,NA,"Officer",37,"2","Male","Asian",NA,NA,NA,NA,NA
"419","UF2023-018","Use of force",NA,"Officer",19228,NA,NA,NA,NA,NA,NA,"Witness",37,"4","male","white",NA,NA,NA,NA,NA
"420","UF2023-018","Use of force",NA,"Officer",19226,NA,NA,NA,NA,NA,NA,"Officer",32,"8","Male","Asian",NA,NA,NA,NA,NA
"421","UF2023-019","Use of force","Employee","Citizen",5114,"Arrest","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",43,NA,"Male","Black",NA,NA,2023-04-12,2023-04-11,"Completed"
"422","UF2023-019","Use of force","Employee","Officer/Witness",19151,"Arrest","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-12,2023-04-11,"Completed"
"423","UF2023-019","Use of force","Employee","Officer/Reporter",19150,"Arrest","Active Resister Unarmed","Hand/Foot Strike","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-12,2023-04-11,"Completed"
"424","UF2023-019","Use of force","Employee","Officer/Reporter",19150,"Arrest","Active Resister Unarmed","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-12,2023-04-11,"Completed"
"425","UF2023-019","Use of force",NA,"Officer",19151,NA,NA,NA,NA,NA,NA,"Witness",43,"8","Female","White",NA,NA,NA,NA,NA
"426","UF2023-019","Use of force",NA,"Officer",19150,NA,NA,NA,NA,NA,NA,"Officer",32,"5","Male","White",NA,NA,NA,NA,NA
"427","UF2023-020","Use of force","Employee","Officer/Reporter",19117,"Fight Call","Destructive Self/Others","OC","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-01,2023-04-01,"Completed"
"428","UF2023-020","Use of force","Employee","Citizen",5106,"Fight Call","Destructive Self/Others",NA,"n/a","No","No","Complainant",25,NA,"Male","Black",NA,NA,2023-04-01,2023-04-01,"Completed"
"429","UF2023-020","Use of force","Employee","Officer/Reporter",19118,"Fight Call","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-04-01,2023-04-01,"Completed"
"430","UF2023-020","Use of force","Employee","Citizen",5106,"Fight Call","Destructive Self/Others",NA,"n/a","No","No","Complainant",25,NA,"Male","Black",NA,NA,2023-04-01,2023-04-01,"Completed"
"431","UF2023-020","Use of force",NA,"Officer",19117,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"432","UF2023-020","Use of force",NA,"Officer",19118,NA,NA,NA,NA,NA,NA,"Officer",26,"1","male","white",NA,NA,NA,NA,NA
"433","UF2023-021","Use of force","Employee","Officer/Reporter",19339,"Suspicious Person","Active Resister Armed","Firearm","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-24,2023-05-22,"Completed"
"434","UF2023-021","Use of force",NA,"Officer",19339,NA,NA,NA,NA,NA,NA,"Officer",39,"5","Male","White",NA,NA,NA,NA,NA
"435","UF2023-022","Use of force","Employee","Officer/Reporter",19322,"911 call","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-13,2023-05-13,"Completed"
"436","UF2023-022","Use of force","Employee","Citizen",5140,"911 call","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",42,NA,"Male","White",NA,NA,2023-05-13,2023-05-13,"Completed"
"437","UF2023-022","Use of force","Employee","Officer/Reporter",19323,"911 call","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-13,2023-05-13,"Completed"
"438","UF2023-022","Use of force",NA,"Officer",19322,NA,NA,NA,NA,NA,NA,"Officer",25,"4","male","white",NA,NA,NA,NA,NA
"439","UF2023-022","Use of force",NA,"Officer",19323,NA,NA,NA,NA,NA,NA,"Officer",43,"8","Female","White",NA,NA,NA,NA,NA
"440","UF2023-023","Use of force","Employee","Citizen",5151,"911 call","Active Resister Unarmed",NA,"n/a","No","No","Witness",51,NA,"Female","White",NA,NA,2023-06-01,2023-06-01,"Completed"
"441","UF2023-023","Use of force","Employee","Officer/Reporter",19366,"911 call","Active Resister Unarmed","Other","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,2023-06-01,2023-06-01,"Completed"
"442","UF2023-023","Use of force","Employee","Citizen",5150,"911 call","Active Resister Unarmed",NA,"n/a","No","No","Complainant",27,NA,"Male","White",NA,NA,2023-06-01,2023-06-01,"Completed"
"443","UF2023-023","Use of force",NA,"Officer",19366,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"444","UF2023-024","Use of force","Employee","Citizen",5142,"Arrest","No Force (Complaint of Inj)",NA,"n/a","No","Yes","Complainant",63,NA,"Female",NA,NA,NA,2023-05-16,2023-05-16,"Completed"
"445","UF2023-024","Use of force","Employee","Officer/Reporter",19393,"Arrest","No Force (Complaint of Inj)",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-05-16,2023-05-16,"Completed"
"446","UF2023-024","Use of force",NA,"Officer",19393,NA,NA,NA,NA,NA,NA,"Officer",32,"8","Male","Asian",NA,NA,NA,NA,NA
"447","UF2023-025","Use of force","Employee","Citizen",5149,"Disturbance","Active Fleeing",NA,"n/a","No","Yes","Complainant",40,NA,"Male","White",NA,NA,2023-05-31,2023-05-31,"Completed"
