AccidentDatetime,CaseNumber,ORI,HouseNumber,StreetPrefix,StreetPreType,StreetName,StreetType,StreetSuffix,XStreetPrefix,XStreetPreType,XStreetName,XStreetType,XStreetSuffix,UnitNumber,UnitType,DriverPedCondition,ChemicalTest,ContributingFactors
8/2/2023,2023-00050628,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/2/2023,2023-00050628,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/2/2023,2023-00050704,OK0140200,,N,,BERRY,RD,,W,,ACRES,ST,,1,D - Driver,Apparently Normal,None Given,Improper Use of Lane
8/2/2023,2023-00050704,OK0140200,,N,,BERRY,RD,,W,,ACRES,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/2/2023,2023-00050716,OK0140200,,W,,LINDSEY,ST,,,,MCGEE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/2/2023,2023-00050716,OK0140200,,W,,LINDSEY,ST,,,,MCGEE,DR,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/2/2023,2023-00050721,OK0140200,,,,MACY,ST,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/2/2023,2023-00050721,OK0140200,,,,MACY,ST,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/2/2023,2023-00050773,OK0140200,,E,,COMANCHE,ST,,S,,PETERS,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/2/2023,2023-00050776,OK0140200,,N,,PORTER,AVE,,E,,INDIAN HILLS,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/2/2023,2023-00050776,OK0140200,,N,,PORTER,AVE,,E,,INDIAN HILLS,RD,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/3/2023,2023-00050914,OK0140200,,W,,TECUMSEH,RD,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/3/2023,2023-00050914,OK0140200,,W,,TECUMSEH,RD,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/3/2023,2023-00050963,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/3/2023,2023-00050963,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Private Drive
8/3/2023,2023-00051022,OK0140200,,,,PRIVATE PROPERTY / 333 INTERSTATE DRIVE,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/3/2023,2023-00051022,OK0140200,,,,PRIVATE PROPERTY / 333 INTERSTATE DRIVE,,,,,,,,1,D - Driver,Apparently Normal,None Given,Improper Use of Lane
8/4/2023,2023-00051114,OK0140200,,E,,ACRES,ST,,N,,JONES,AVE,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/4/2023,2023-00051172,OK0140200,,,,48TH,AVE,NE,E,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/4/2023,2023-00051172,OK0140200,,,,48TH,AVE,NE,E,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2023,2023-00051187,OK0140200,,E,,STATE HWY 9,HWY,,,,108TH,AVE,SE,1,D - Driver,Apparently Normal,Other,In Meeting
8/4/2023,2023-00051187,OK0140200,,E,,STATE HWY 9,HWY,,,,108TH,AVE,SE,2,D - Driver,Apparently Normal,Other,No Improper Action by Driver
8/4/2023,2023-00051222,OK0140200,,,,STUBBEMAN,AVE,,W,,HADDOCK,ST,,1,D - Driver,Apparently Normal,None Given,Turn About/U Turn
8/4/2023,2023-00051222,OK0140200,,,,STUBBEMAN,AVE,,W,,HADDOCK,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2023,2023-00051231,OK0140200,,W,,ROCK CREEK,RD,,,,60TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2023,2023-00051231,OK0140200,,W,,ROCK CREEK,RD,,,,60TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/4/2023,2023-00051233,OK0140200,,W,,BOYD,ST,,,,NANCY LYNN,TERR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2023,2023-00051233,OK0140200,,W,,BOYD,ST,,,,NANCY LYNN,TERR,,1,D - Driver,Apparently Normal,None Given,Private Drive
8/4/2023,2023-00051246,OK0140200,,,,12TH,AVE,SE,E,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2023,2023-00051246,OK0140200,,,,12TH,AVE,SE,E,,BOYD,ST,,1,D - Driver,Apparently Normal,None Given,Traffic Condition
8/5/2023,2023-00051446,OK0140200,,S,,CRAWFORD,AVE,,E,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2023,2023-00051446,OK0140200,,S,,CRAWFORD,AVE,,E,,MAIN,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/5/2023,2023-00051510,OK0140200,,,,12TH,AVE,SE,E,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2023,2023-00051510,OK0140200,,,,12TH,AVE,SE,E,,LINDSEY,ST,,1,D - Driver,Unknown,None Given,Human Element
8/6/2023,2023-00051627,OK0140200,,W,,MAIN,ST,,N,,MERCEDES,DR,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
8/6/2023,2023-00051627,OK0140200,,W,,MAIN,ST,,N,,MERCEDES,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/6/2023,2023-00051627,OK0140200,,W,,MAIN,ST,,N,,MERCEDES,DR,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/6/2023,2023-00051634,OK0140200,,,,PRIVATE DR / 24TH AVE NW,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/6/2023,2023-00051634,OK0140200,,,,PRIVATE DR / 24TH AVE NW,,,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/6/2023,2023-00051683,OK0140200,,W,,ROCK CREEK,RD,,,,TRAILWOOD,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/6/2023,2023-00051683,OK0140200,,W,,ROCK CREEK,RD,,,,TRAILWOOD,DR,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/6/2023,2023-00051691,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/6/2023,2023-00051691,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/7/2023,2023-00051807,OK0140200,,N,,PETERS,AVE,,E,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2023,2023-00051807,OK0140200,,N,,PETERS,AVE,,E,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/7/2023,2023-00051811,OK0140200,,,,SADDLEBACK,BLVD,,,,48TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/7/2023,2023-00051842,OK0140200,,E,,MAIN,ST,,N,,PONCA,AVE,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/7/2023,2023-00051842,OK0140200,,E,,MAIN,ST,,N,,PONCA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2023,2023-00051938,OK0140200,,,,24TH,AVE,NW,W,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
8/7/2023,2023-00051938,OK0140200,,,,24TH,AVE,NW,W,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2023,2023-00051942,OK0140200,,,,CLASSEN / SH9 WB OFF RAMP NORTH SPUR,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2023,2023-00051942,OK0140200,,,,CLASSEN / SH9 WB OFF RAMP NORTH SPUR,,,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/7/2023,2023-00051996,OK0140200,,,,CLASSEN,BLVD,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2023,2023-00051996,OK0140200,,,,CLASSEN,BLVD,,,,12TH,AVE,SE,1,B - Bicyclist,Apparently Normal,None Given,Improper Bicyclist Action
8/7/2023,2023-00052001,OK0140200,,E,,STATE HWY 9,HWY,,,,JOHN SAXON,BLVD,,2,A - Animal,Not Applicable,Not Applicable,Domestic Animal in Roadway
8/7/2023,2023-00052001,OK0140200,,E,,STATE HWY 9,HWY,,,,JOHN SAXON,BLVD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2023,2023-00052001,OK0140200,,E,,STATE HWY 9,HWY,,,,JOHN SAXON,BLVD,,1,P - Pedestrian,Unknown,Not Applicable,Pedestrian Action
8/8/2023,2023-00052039,OK0140200,,E,,STATE HWY 9,HWY,,,,JENKINS,AVE,,1,D - Driver,Apparently Normal,None Given,Rain or Wet Roadway
8/8/2023,2023-00052046,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2023,2023-00052046,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Private Drive
8/8/2023,2023-00052060,OK0140200,,W,,LINDSEY,ST,,,,ELM,AVE,,1,D - Driver,Apparently Normal,None Given,Distracted by Passenger in Vehicle
8/8/2023,2023-00052060,OK0140200,,W,,LINDSEY,ST,,,,ELM,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2023,2023-00052081,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2023,2023-00052081,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/8/2023,2023-00052127,OK0140200,,,,PRIVATE PROPERTY / 3617 W MAIN ST,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
8/8/2023,2023-00052127,OK0140200,,,,PRIVATE PROPERTY / 3617 W MAIN ST,,,,,,,,2,D - Driver,Not Applicable,None Given,Incident Report
8/8/2023,2023-00052206,OK0140200,,,,PRIVATE PROPERTY / 1150 E CEDAR LANE RD,,,,,,,,1,D - Driver,Apparently Normal,None Given,Incident Report
8/8/2023,2023-00052206,OK0140200,,,,PRIVATE PROPERTY / 1150 E CEDAR LANE RD,,,,,,,,2,C - Parked Car,Apparently Normal,None Given,Incident Report
8/9/2023,2023-00052326,OK0140200,,,,12TH,AVE,NE,E,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2023,2023-00052326,OK0140200,,,,12TH,AVE,NE,E,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/9/2023,2023-00052348,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2023,2023-00052348,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/9/2023,2023-00052376,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/9/2023,2023-00052376,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2023,2023-00052424,OK0140200,,W,,LINDSEY,ST,,,,MCGEE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2023,2023-00052424,OK0140200,,W,,LINDSEY,ST,,,,MCGEE,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/9/2023,2023-00052441,OK0140200,,,,CLASSEN,BLVD,,E,,CONSTITUTION,ST,,3,D - Driver,Apparently Normal,None Given,Incident Report
8/9/2023,2023-00052441,OK0140200,,,,CLASSEN,BLVD,,E,,CONSTITUTION,ST,,2,D - Driver,Apparently Normal,None Given,Incident Report
8/9/2023,2023-00052441,OK0140200,,,,CLASSEN,BLVD,,E,,CONSTITUTION,ST,,1,D - Driver,Apparently Normal,None Given,Incident Report
8/9/2023,2023-00052442,OK0140200,,,,12TH,AVE,SE,,,BEAUMONT,ST,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/9/2023,2023-00052442,OK0140200,,,,12TH,AVE,SE,,,BEAUMONT,ST,,1,D - Driver,Apparently Normal,None Given,Failed to Stop Other
8/9/2023,2023-00052442,OK0140200,,,,12TH,AVE,SE,,,BEAUMONT,ST,,4,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2023,2023-00052442,OK0140200,,,,12TH,AVE,SE,,,BEAUMONT,ST,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2023,2023-00052443,OK0140200,,,,HARBOR,DR,,,,RISING HILL,DR,,3,D - Driver,Not Applicable,Not Applicable,Incident Report
8/9/2023,2023-00052443,OK0140200,,,,HARBOR,DR,,,,RISING HILL,DR,,1,D - Driver,Not Applicable,None Given,Incident Report
8/9/2023,2023-00052443,OK0140200,,,,HARBOR,DR,,,,RISING HILL,DR,,2,D - Driver,Not Applicable,Not Applicable,Incident Report
8/10/2023,2023-00052521,OK0140200,,,,36TH,AVE,NW,,,CASCADE,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052521,OK0140200,,,,36TH,AVE,NW,,,CASCADE,BLVD,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/10/2023,2023-00052529,OK0140200,,N,,PORTER,AVE,,E,,GRAY,ST,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052529,OK0140200,,N,,PORTER,AVE,,E,,GRAY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052545,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,Exceeding Legal Limit
8/10/2023,2023-00052545,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/10/2023,2023-00052573,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052573,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Left
8/10/2023,2023-00052575,OK0140200,1902,,,OAKHILL,DR,,,,,,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052641,OK0140200,,,,MOUNT WILLIAMS,DR,,,,24TH,AVE,NW,1,D - Driver,Unknown,None Given,From Signal Light
8/10/2023,2023-00052641,OK0140200,,,,MOUNT WILLIAMS,DR,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052685,OK0140200,,,,24TH,AVE,NW,,,MOUNT WILLIAMS,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2023,2023-00052685,OK0140200,,,,24TH,AVE,NW,,,MOUNT WILLIAMS,DR,,1,D - Driver,Unknown,None Given,Changed Lanes Unsafely
8/10/2023,2023-00052707,OK0140200,,N,,PORTER,AVE,,E,,MOSIER,ST,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/10/2023,2023-00052707,OK0140200,,N,,PORTER,AVE,,E,,MOSIER,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2023,2023-00052744,OK0140200,,W,,LINDSEY,ST,,,,ASP,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2023,2023-00052744,OK0140200,,W,,LINDSEY,ST,,,,ASP,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/11/2023,2023-00052828,OK0140200,,W,,ROBINSON,ST,,,,HIGHLAND,PKWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2023,2023-00052828,OK0140200,,W,,ROBINSON,ST,,,,HIGHLAND,PKWY,,1,D - Driver,Apparently Normal,None Given,Human Element
8/11/2023,2023-00052879,OK0140200,,W,,MAIN,ST,,S,,BERRY,RD,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
8/11/2023,2023-00052879,OK0140200,,W,,MAIN,ST,,S,,BERRY,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2023,2023-00052900,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2023,2023-00052900,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/12/2023,2023-00053014,OK0140200,,W,,GRAY,ST,,N,,SANTA FE,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2023,2023-00053014,OK0140200,,W,,GRAY,ST,,N,,SANTA FE,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/12/2023,2023-00053031,OK0140200,,,,ETOWAH,RD,,,,132ND,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2023,2023-00053031,OK0140200,,,,ETOWAH,RD,,,,132ND,AVE,SE,1,D - Driver,Ill (sick),None Given,Tires
8/12/2023,2023-00053063,OK0140200,,,,72ND,AVE,SE,E,,CEDAR LANE,RD,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/12/2023,2023-00053063,OK0140200,,,,72ND,AVE,SE,E,,CEDAR LANE,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2023,2023-00053066,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2023,2023-00053066,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2023,2023-00053066,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/12/2023,2023-00053100,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2023,2023-00053100,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
8/12/2023,2023-00053132,OK0140200,,,,CROWN POINT,AVE,,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Steering
8/11/2023,2023-00053414,OK0140200,1307,,,GARFIELD,AVE,,,,,,,2,D - Driver,Not Applicable,None Given,No Improper Action by Driver
8/11/2023,2023-00053414,OK0140200,1307,,,GARFIELD,AVE,,,,,,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/14/2023,2023-00053430,OK0140200,,W,,GRAY,ST,,N,,JONES,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/14/2023,2023-00053430,OK0140200,,W,,GRAY,ST,,N,,JONES,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/14/2023,2023-00053512,OK0140200,,,,CLASSEN BLVD / W/B SH9 OFF RAMP,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/14/2023,2023-00053512,OK0140200,,,,CLASSEN BLVD / W/B SH9 OFF RAMP,,,,,,,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/15/2023,2023-00053724,OK0140200,,,,PRIVATE PROPERTY / W 3550 ST,,,,,,,,1,D - Driver,Drinking - Ability Impaired,None Given,Drug - DUI
8/15/2023,2023-00053724,OK0140200,,,,PRIVATE PROPERTY / W 3550 ST,,,,,,,,2,C - Parked Car,Apparently Normal,None Given,No Improper Action by Driver
8/19/2023,2023-00053960,OK0140200,,,,24TH,AVE,NW,,,MOUNT WILLIAMS,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/19/2023,2023-00053960,OK0140200,,,,24TH,AVE,NW,,,MOUNT WILLIAMS,DR,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/16/2023,2023-00054027,OK0140200,,E,,TECUMSEH,RD,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2023,2023-00054027,OK0140200,,E,,TECUMSEH,RD,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/18/2023,2023-00054495,OK0140200,,,,36TH,AVE,SW,,,WESTERN VIEW,DR,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2023,2023-00054495,OK0140200,,,,36TH,AVE,SW,,,WESTERN VIEW,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2023,2023-00054495,OK0140200,,,,36TH,AVE,SW,,,WESTERN VIEW,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/18/2023,2023-00054578,OK0140200,,,,PRIVATE PROPERTY / 3301 W MAIN ST,,,,,,,,2,C - Parked Car,Not Applicable,Not Applicable,No Improper Action by Driver
8/18/2023,2023-00054578,OK0140200,,,,PRIVATE PROPERTY / 3301 W MAIN ST,,,,,,,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/19/2023,2023-00054644,OK0140200,,,,CLASSEN,BLVD,,,,SH9 WB OFF RAMP,RAMP,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/19/2023,2023-00054644,OK0140200,,,,CLASSEN,BLVD,,,,SH9 WB OFF RAMP,RAMP,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/19/2023,2023-00054730,OK0140200,,,,CLASSEN,BLVD,,E,,CEDAR LANE,RD,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
8/19/2023,2023-00054730,OK0140200,,,,CLASSEN,BLVD,,E,,CEDAR LANE,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/19/2023,2023-00054746,OK0140200,,,,24TH,AVE,SE,E,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/19/2023,2023-00054746,OK0140200,,,,24TH,AVE,SE,E,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/19/2023,2023-00054804,OK0140200,,,,DAKOTA,ST,,N,,SHERRY,AVE,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/19/2023,2023-00054804,OK0140200,,,,DAKOTA,ST,,N,,SHERRY,AVE,,2,C - Parked Car,Not Applicable,Not Applicable,No Improper Action by Driver
8/20/2023,2023-00054997,OK0140200,,,,PRIVATE PROPERTY / 1823 TWISTED OAK DR,,,,,,,,2,C - Parked Car,Not Applicable,None Given,No Improper Action by Driver
8/20/2023,2023-00054997,OK0140200,,,,PRIVATE PROPERTY / 1823 TWISTED OAK DR,,,,,,,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/20/2023,2023-00055021,OK0140200,,W,,MAIN,ST,,N,,BERRY,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/20/2023,2023-00055021,OK0140200,,W,,MAIN,ST,,N,,BERRY,RD,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/20/2023,2023-00055045,OK0140200,,E,,STATE HWY 9,HWY,,,,156TH,AVE,SE,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/20/2023,2023-00055045,OK0140200,,E,,STATE HWY 9,HWY,,,,156TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055127,OK0140200,,,,GREENBRIAR,DR,,,,HOLLYWOOD,AVE,,2,C - Parked Car,Not Applicable,Not Applicable,No Improper Action by Driver
8/21/2023,2023-00055127,OK0140200,,,,GREENBRIAR,DR,,,,HOLLYWOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Animal in Roadway
8/21/2023,2023-00055165,OK0140200,,,,STUBBEMAN,AVE,,,,TIMBERWOLF,TRL,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055165,OK0140200,,,,STUBBEMAN,AVE,,,,TIMBERWOLF,TRL,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/21/2023,2023-00055183,OK0140200,,E,,LINDSEY,ST,,,,JENKINS,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055183,OK0140200,,E,,LINDSEY,ST,,,,JENKINS,AVE,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055183,OK0140200,,E,,LINDSEY,ST,,,,JENKINS,AVE,,1,D - Driver,Apparently Normal,None Given,Traffic Condition
8/21/2023,2023-00055192,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055192,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
8/21/2023,2023-00055225,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,1,D - Driver,Other,None Given,Incident Report
8/21/2023,2023-00055225,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,Incident Report
8/21/2023,2023-00055260,OK0140200,,,,PRIVATE PROPERTY / 1150 ALAMEDA ST,,,,,,,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
8/21/2023,2023-00055260,OK0140200,,,,PRIVATE PROPERTY / 1150 ALAMEDA ST,,,,,,,,2,C - Parked Car,Not Applicable,Not Applicable,Incident Report
8/21/2023,2023-00055323,OK0140200,,N,,PETERS,AVE,,E,,GRAY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055323,OK0140200,,N,,PETERS,AVE,,E,,GRAY,ST,,1,B - Bicyclist,Apparently Normal,None Given,Improper Bicyclist Action
8/21/2023,2023-00055325,OK0140200,,,,24TH,AVE,SW,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/21/2023,2023-00055325,OK0140200,,,,24TH,AVE,SW,W,,LINDSEY,ST,,2,B - Bicyclist,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055336,OK0140200,,,,36TH,AVE,SE,E,,STATE HWY 9,HWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055336,OK0140200,,,,36TH,AVE,SE,E,,STATE HWY 9,HWY,,1,D - Driver,Apparently Normal,None Given,From Signal Light
8/21/2023,2023-00055382,OK0140200,,,,12TH,AVE,SE,E,,BROOKS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/21/2023,2023-00055382,OK0140200,,,,12TH,AVE,SE,E,,BROOKS,ST,,1,D - Driver,Unknown,None Given,Changed Lanes Unsafely
