FILENUM,INCIDENT_TYPE,INVOLVMENT,SUBJ_TYPE,SUBJ_INC_NUM,AGE,YRS_EMPL,SEX,RACE,Allegations_SOURCE,ALLEGATION_MADE,FINDING,SERVICE_TYPE,UOF_SOURCE,RESISTANCE_TYPE,SUB_ACT_DESC,UOF_EFFECTIVE,SUBJ_INJ,SUBJ_INJ_HOSP
CEF2018-010,Complaint External-Formal,Officer,Officer,11271,43,19,Female,White,Citizen In-Person,Conduct - Other conduct unbecoming of an employee,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEF2018-010,Complaint External-Formal,Officer,Officer,11271,43,19,Female,White,Citizen In-Person,Ethics - Wrongful or unlawful exercise of authority,Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2019-034,Use of force,Complainant,Citizen,3930,22,NA,Male,Hispanic,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,NA,n/a,No,Yes
UF2019-034,Use of force,Officer,Officer,12573,29,6,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Compliance Hold,Yes,Yes,No
UF2019-034,Use of force,Officer,Officer,12572,34,4,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Compliance Hold,Yes,Yes,No
UF2019-034,Use of force,Officer,Officer,12571,26,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Compliance Hold,Yes,Yes,No
UF2019-034,Use of force,Officer,Officer,12571,26,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Leg Sweep Takedown,Yes,Yes,No
IAE2017-008,Complaint External--IAE,Witness,Officer,8451,32,6,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-008,Complaint External--IAE,Witness,Officer,8454,28,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2019-035,Use of force,Complainant,Citizen,3929,37,NA,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
CII2018-005,Complaint Internal-Informal,Officer,Officer,11298,43,19,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Release of confidential or protected information/items",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2018-005,Complaint Internal-Informal,Officer,Officer,11298,43,19,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Release of confidential or protected information/items",Corrective Action,NA,NA,NA,NA,NA,NA,NA
UF2019-035,Use of force,Officer,Officer,12566,34,8,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Created Distance,Yes,No,No
UF2019-035,Use of force,Officer,Officer,12566,34,8,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Verbal Commands,No,No,No
IAE2017-008,Complaint External--IAE,Witness,Officer,8452,39,4,Male,Asian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2019-035,Use of force,Officer,Officer,12565,34,4,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Tackle,Yes,No,No
CIF2018-003,Complaint Internal-Formal,Officer,Officer,11332,38,2,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exceptional,NA,NA,NA,NA,NA,NA,NA
CIF2018-003,Complaint Internal-Formal,Officer,Officer,11332,38,2,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2019-047,Use of force,Complainant,Citizen,3935,52,NA,Female,White,NA,NA,NA,Arrest,Supervisor,No Force (Complaint of Inj),NA,n/a,No,No
UF2019-047,Use of force,Officer,Officer,12587,31,1,Male,White,NA,NA,NA,Arrest,Supervisor,No Force (Complaint of Inj),N/A (Complaint Only),No,No,No
IAE2017-008,Complaint External--IAE,Witness,Officer,8453,32,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2019-044,Use of force,Complainant,Citizen,3946,27,NA,Female,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
CIF2018-003,Complaint Internal-Formal,Officer,Officer,11330,34,2,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exceptional,NA,NA,NA,NA,NA,NA,NA
CIF2018-003,Complaint Internal-Formal,Officer,Officer,11330,34,2,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2019-044,Use of force,Officer,Officer,12662,27,1,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Arm Bar Takedown,Yes,Yes,No
UF2019-043,Use of force,Complainant,Citizen,3947,24,NA,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Active Fleeing,Active Fleeing,n/a,Yes,No
UF2019-043,Use of force,Officer,Officer,12671,31,5,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Active Fleeing,Tackle,Yes,Yes,No
UF2019-043,Use of force,Officer,Officer,12671,31,5,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Active Fleeing,Taser Use,Limited,Yes,No
CIF2018-003,Complaint Internal-Formal,Officer,Officer,11333,31,1,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exceptional,NA,NA,NA,NA,NA,NA,NA
CIF2018-003,Complaint Internal-Formal,Officer,Officer,11333,31,1,Male,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2019-043,Use of force,Officer,Officer,12670,28,4,Male,Asian,NA,NA,NA,Vehicle Pursuit,Employee,Active Fleeing,Restraint Device,Yes,Yes,No
UF2019-043,Use of force,Officer,Officer,12670,28,4,Male,Asian,NA,NA,NA,Vehicle Pursuit,Employee,Active Fleeing,Restraint Device,Yes,Yes,No
UF2019-043,Use of force,Officer,Officer,12670,28,4,Male,Asian,NA,NA,NA,Vehicle Pursuit,Employee,Active Fleeing,Restraint Device,Yes,Yes,No
CEF2018-013,Complaint Internal-Formal,Officer,Officer,11383,28,3,Male,White,Citizen Telephone Call,Efficiency - Neglect of Duty,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CEF2018-013,Complaint Internal-Formal,Officer,Officer,11383,28,3,Male,White,Citizen Telephone Call,Efficiency - Neglect of Duty,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Armed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Armed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Armed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Armed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Active Unarmed,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Self-Destructive,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Self-Destructive,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Self-Destructive,n/a,Yes,Yes
UF2019-042,Use of force,Complainant,Citizen,3961,26,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Self-Destructive,n/a,Yes,Yes
CEF2018-015,Complaint External-Formal,Officer,Officer,11428,34,9,Male,White,Citizen Telephone Call,"Conduct - Other conduct contrary to good order, efficiency or morale",Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2018-015,Complaint External-Formal,Officer,Officer,11428,34,9,Male,White,Citizen Telephone Call,"Conduct - Other conduct contrary to good order, efficiency or morale",Exonerated,NA,NA,NA,NA,NA,NA,NA
CEF2019-004,Complaint External-Formal,Officer,Officer,12351,34,9,Male,Hispanic,Citizen In-Person,Relationships - On duty sexual activity,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEF2019-004,Complaint External-Formal,Officer,Officer,12351,34,9,Male,Hispanic,Citizen In-Person,Relationships - On duty sexual activity,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEF2019-004,Complaint External-Formal,Officer,Officer,12352,36,8,Male,White,Citizen In-Person,Relationships - Inappropriate personal or financial relationship as a result of official contact,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEF2019-004,Complaint External-Formal,Officer,Officer,12352,36,8,Male,White,Citizen In-Person,Relationships - Inappropriate personal or financial relationship as a result of official contact,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEF2019-004,Complaint External-Formal,Officer,Officer,12353,49,7,Male,White,Citizen In-Person,"Conduct - Other conduct contrary to good order, efficiency or morale",Unfounded,NA,NA,NA,NA,NA,NA,NA
CEF2019-004,Complaint External-Formal,Officer,Officer,12353,49,7,Male,White,Citizen In-Person,"Conduct - Other conduct contrary to good order, efficiency or morale",Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2019-042,Use of force,Officer,Officer,12913,39,10,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,Bean Bag (Shotgun),Yes,No,No
UF2019-042,Use of force,Witness,Officer,12917,37,10,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
CIF2020-017,Complaint Internal-Formal,Officer,Officer,15648,42,16,Female,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exonerated,NA,NA,NA,NA,NA,NA,NA
CIF2020-017,Complaint Internal-Formal,Officer,Officer,15648,42,16,Female,White,Employee,"Laws, Rules, and Orders - Violation of procedure",Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2019-042,Use of force,Witness,Officer,12918,30,5,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
UF2019-042,Use of force,Witness,Officer,12914,34,4,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
UF2019-042,Use of force,Witness,Officer,12920,29,3,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
CIF2020-017,Complaint Internal-Formal,Officer,Officer,14610,49,7,Male,White,Employee,"Laws, Rules, and Orders - Violation of policy",Exonerated,NA,NA,NA,NA,NA,NA,NA
CIF2020-017,Complaint Internal-Formal,Officer,Officer,14610,49,7,Male,White,Employee,"Laws, Rules, and Orders - Violation of policy",Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2019-042,Use of force,Witness,Officer,12915,32,2,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
UF2019-042,Use of force,Witness,Officer,12916,27,1,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
IQI2017-001,Inquiry Internal--IQI,Complainant,Citizen,3209,NA,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2019-042,Use of force,Witness,Officer,12919,32,1,Male,White,NA,NA,NA,Protective Custody,Employee,Destructive Self/Others,NA,NA,No,No
CIF2020-018,Complaint External-Formal,Officer,Officer,14680,36,7,Male,White,Employee,Ethics - Wrongful or unlawful exercise of authority,Unfounded,NA,NA,NA,NA,NA,NA,NA
CIF2020-018,Complaint External-Formal,Officer,Officer,14680,36,7,Male,White,Employee,"Laws, Rules, and Orders - Violation of directive",Unfounded,NA,NA,NA,NA,NA,NA,NA
CIF2020-018,Complaint External-Formal,Officer,Officer,14680,36,7,Male,White,Employee,Ethics - Wrongful or unlawful exercise of authority,Unfounded,NA,NA,NA,NA,NA,NA,NA
CIF2020-018,Complaint External-Formal,Officer,Officer,14680,36,7,Male,White,Employee,"Laws, Rules, and Orders - Violation of directive",Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2019-041,Use of force,Complainant,Citizen,3963,52,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Passive Non Compliant,Passive Non Compliant,n/a,Yes,Yes
UF2019-041,Use of force,Witness,Citizen,3964,80,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Passive Non Compliant,NA,n/a,Yes,Yes
UF2019-041,Use of force,Officer,Officer,12924,31,5,Male,White,NA,NA,NA,Protective Custody,Employee,Passive Non Compliant,NA,NA,No,No
UF2019-041,Use of force,Officer,Officer,12925,29,2,Male,White,NA,NA,NA,Protective Custody,Employee,Passive Non Compliant,NA,NA,No,No
IQI2017-001,Inquiry Internal--IQI,Complainant,Officer,8463,46,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2019-041,Use of force,Officer,Officer,12923,32,2,Male,White,NA,NA,NA,Protective Custody,Employee,Passive Non Compliant,Taser Use,Yes,No,No
IAE2017-011,Complaint External--IAE,Complainant,Citizen,3105,56,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-011,Complaint External--IAE,Complainant,Citizen,3106,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-011,Complaint External--IAE,Witness,Officer,8534,42,16,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-013,Complaint External--IAE,Complainant,Citizen,3110,65,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-013,Complaint External--IAE,Witness,Citizen,3111,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-013,Complaint External--IAE,Witness,Officer,8542,36,9,Male,Native Am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-012,Complaint External--IAE,Complainant,Citizen,3112,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-014,Complaint External--IAE,Complainant,Citizen,3113,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Complainant,Citizen,3116,38,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8597,48,26,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8602,50,22,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8599,33,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8601,33,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8596,32,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8598,32,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-002,Complaint Internal--IAI,Witness,Officer,8600,44,12,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-008,Inquiry External--IQE,Complainant,Citizen,3117,65,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-008,Inquiry External--IQE,Witness,Officer,8619,53,25,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-008,Inquiry External--IQE,Witness,Officer,8617,37,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-008,Inquiry External--IQE,Witness,Officer,8620,35,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-008,Inquiry External--IQE,Witness,Officer,8618,42,6,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-008,Inquiry External--IQE,Witness,Officer,8616,31,4,Male,Native Am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-015,Complaint External--IAE,Complainant,Citizen,3119,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-016,Complaint External--IAE,Complainant,Citizen,3121,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-016,Complaint External--IAE,Witness,Officer,9044,55,28,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-016,Complaint External--IAE,Witness,Officer,9046,46,23,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-016,Complaint External--IAE,Witness,Officer,9045,49,23,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-017,Complaint External--IAE,Complainant,Citizen,3293,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-017,Complaint External--IAE,Complainant,Citizen,3294,NA,NA,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-017,Complaint External--IAE,Complainant,Citizen,3295,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-003,Complaint Internal--IAI,Complainant,Officer,8644,37,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-003,Complaint Internal--IAI,Witness,Officer,8646,33,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-023,Complaint External--IAE,Complainant,Citizen,3130,28,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-002,Inquiry External--IQE,Complainant,Citizen,3131,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-018,Complaint External--IAE,Complainant,Citizen,3132,63,NA,Female,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-003,Inquiry External--IQE,Complainant,Citizen,3133,50,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-019,Complaint External--IAE,Complainant,Citizen,3134,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-020,Complaint External--IAE,Complainant,Citizen,3135,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-020,Complaint External--IAE,Complainant,Citizen,3136,NA,NA,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-020,Complaint External--IAE,Complainant,Citizen,3137,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-004,Complaint Internal--IAI,Complainant,Officer,8680,46,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-004,Inquiry External--IQE,Complainant,Citizen,3138,46,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-004,Inquiry External--IQE,Witness,Officer,8684,46,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-022,Complaint External--IAE,Complainant,Citizen,3145,NA,NA,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-005,Inquiry External--IQE,Complainant,Citizen,3147,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-024,Complaint External--IAE,Complainant,Citizen,3177,52,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-024,Complaint External--IAE,Complainant,Citizen,3178,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-006,Inquiry External--IQE,Complainant,Citizen,3183,58,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-010,Inquiry External--IQE,Complainant,Citizen,3182,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2018-010,Complaint Internal-Informal,Officer,Officer,11361,46,21,Male,White,Supervisor,Conduct - Other conduct unbecoming of an employee,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEF2018-011,Complaint External-Formal,Officer,Officer,11376,30,3,Male,White,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2018-011,Complaint External-Formal,Officer,Officer,11377,31,1,Male,White,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CIF2018-004,Complaint Internal-Formal,Officer,Officer,11386,23,1,Male,Mixed,Supervisor,Attendance - Unexcused or unauthorized tardiness,Sustained,NA,NA,NA,NA,NA,NA,NA
CEI2018-017,Complaint External-Informal,Officer,Officer,11390,36,7,Male,White,Citizen Telephone Call,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEI2018-019,Complaint External-Informal,Officer,Officer,11411,67,2,Female,White,Citizen Telephone Call,Safety -Unsafe or improper driving habits or actions,No Misconduct,NA,NA,NA,NA,NA,NA,NA
CEF2018-014,Complaint Internal-Formal,Officer,Officer,11447,27,2,Female,White,Citizen Telephone Call,Department Values Violation - Integrity,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
CEF2018-014,Complaint Internal-Formal,Officer,Officer,11448,57,1,Female,White,Citizen Telephone Call,Department Values Violation - Integrity,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Complainant,Officer,8972,37,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEF2018-014,Complaint Internal-Formal,Officer,Officer,11419,47,1,Male,White,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Citizen,3193,49,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2018-008,Complaint Internal-Informal,Officer,Officer,11443,67,2,Female,White,Supervisor,Attendance - Unexcused or unauthorized tardiness,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CII2018-008,Complaint Internal-Informal,Officer,Officer,11443,67,2,Female,White,Supervisor,Efficiency - Unsatisfactory work performance,Corrective Action,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Citizen,3194,25,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Officer,9159,32,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2019-001,Complaint Internal-Formal,Officer,Officer,11509,25,4,Female,White,Supervisor,Attendance - Failure to report on time or fully prepared to perform duties without excuse,Exceptional,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Officer,9163,35,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2018-020,Complaint External-Informal,Officer,Officer,11630,34,9,Male,White,Supervisor,Conduct - Other conduct unbecoming of an employee,Corrective Action,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Officer,9162,29,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2018-005,Complaint Internal-Formal,Officer,Officer,11650,39,15,Male,White,Supervisor,Efficiency - Unsatisfactory work performance,Exceptional,NA,NA,NA,NA,NA,NA,NA
CIF2018-005,Complaint Internal-Formal,Officer,Officer,11650,39,15,Male,White,Supervisor,"Laws, Rules, and Orders - Violation of directive",Exceptional,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Officer,9160,30,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-010,Complaint Internal--IAI,Witness,Officer,9161,34,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2018-009,Complaint Internal-Informal,Officer,Officer,11674,31,0,Male,White,Employee,Conduct - Discourteous or disrespectful treatment of employee,Corrective Action,NA,NA,NA,NA,NA,NA,NA
IQE2017-007,Inquiry External--IQE,Complainant,Citizen,3195,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2018-022,Complaint External-Informal,Officer,Officer,11687,32,2,Male,Vietnamese,Citizen Telephone Call,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2018-021,Complaint External-Informal,Officer,Officer,11696,52,21,Male,White,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
IAE2017-025,Complaint External--IAE,Complainant,Citizen,3198,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CII2019-001,Complaint Internal-Informal,Officer,Officer,11707,39,3,Female,White,Supervisor,Attendance - Unexcused or unauthorized tardiness,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-001,Complaint External-Informal,Officer,Officer,11823,33,8,Male,White,Citizen In-Person,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2019-001,Complaint External-Informal,Officer,Officer,11823,33,8,Male,White,Citizen In-Person,Safety -Unsafe or improper driving habits or actions,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-001,Complaint External-Informal,Officer,Officer,11823,33,8,Male,White,Citizen In-Person,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2019-001,Complaint External-Informal,Officer,Officer,11823,33,8,Male,White,Citizen In-Person,Safety -Unsafe or improper driving habits or actions,Corrective Action,NA,NA,NA,NA,NA,NA,NA
IQI2017-002,Inquiry Internal--IQI,Complainant,Officer,8980,53,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2019-002,Complaint Internal-Informal,Officer,Officer,11883,24,2,Male,Mixed,Employee,Attendance - Failure to report on time or fully prepared to perform duties without excuse,Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2019-002,Complaint Internal-Informal,Officer,Officer,11883,24,2,Male,Mixed,Employee,Attendance - Failure to report on time or fully prepared to perform duties without excuse,Sustained,NA,NA,NA,NA,NA,NA,NA
IQI2017-002,Inquiry Internal--IQI,Witness,Officer,9076,42,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2019-004,Complaint Internal-Formal,Officer,Officer,11895,29,3,Male,White,Employee,"Laws, Rules, and Orders - Disobedience / Insubordination",Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2019-004,Complaint Internal-Formal,Officer,Officer,11895,29,3,Male,White,Employee,Safety - Unsafe firearm or weapon handling (On Duty),Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2019-004,Complaint Internal-Formal,Officer,Officer,11895,29,3,Male,White,Employee,Safety -Unsafe or improper driving habits or actions,Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2019-004,Complaint Internal-Formal,Officer,Officer,11895,29,3,Male,White,Employee,"Laws, Rules, and Orders - Disobedience / Insubordination",Sustained,NA,NA,NA,NA,NA,NA,NA
