AccidentDatetime,CaseNumber,ORI,HouseNumber,StreetPrefix,StreetPreType,StreetName,StreetType,StreetSuffix,XStreetPrefix,XStreetPreType,XStreetName,XStreetType,XStreetSuffix,UnitNumber,UnitType,DriverPedCondition,ChemicalTest,ContributingFactors
8/3/2022,2022-00047567,OK0140200,,,,JENKINS,AVE,,E,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/3/2022,2022-00047578,OK0140200,,,,36TH,AVE,SE,E,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/3/2022,2022-00047578,OK0140200,,,,36TH,AVE,SE,E,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/3/2022,2022-00047600,OK0140200,,,,CLASSEN,BLVD,,,,TELLURIDE,LN,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/3/2022,2022-00047600,OK0140200,,,,CLASSEN,BLVD,,,,TELLURIDE,LN,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047645,OK0140200,,,,MIMOSA,DR,,,,STUBBEMAN,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047645,OK0140200,,,,MIMOSA,DR,,,,STUBBEMAN,AVE,,1,D - Driver,Apparently Normal,None Given,Without Sufficient Clearance
8/4/2022,2022-00047662,OK0140200,3001,,,ALAMEDA,ST,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047662,OK0140200,3001,,,ALAMEDA,ST,,,,,,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
8/4/2022,2022-00047714,OK0140200,,,,PRIVATE PROPERTY / 2417 W MAIN ST,,,,,,,,2,P - Pedestrian,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047714,OK0140200,,,,PRIVATE PROPERTY / 2417 W MAIN ST,,,,,,,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/4/2022,2022-00047730,OK0140200,,N,,UNIVERSITY,BLVD,,W,,DAWS,ST,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/4/2022,2022-00047730,OK0140200,,N,,UNIVERSITY,BLVD,,W,,DAWS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047738,OK0140200,,,,12TH,AVE,SE,E,,CEDAR LANE,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047738,OK0140200,,,,12TH,AVE,SE,E,,CEDAR LANE,RD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/4/2022,2022-00047741,OK0140200,,,,INTERSTATE,DR,,,,PARKWAY,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047741,OK0140200,,,,INTERSTATE,DR,,,,PARKWAY,DR,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047741,OK0140200,,,,INTERSTATE,DR,,,,PARKWAY,DR,,1,D - Driver,Apparently Normal,None Given,Failed to Stop Other
8/5/2022,2022-00047755,OK0140200,,,,36TH,AVE,NW,,,RIVER OAKS,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2022,2022-00047755,OK0140200,,,,36TH,AVE,NW,,,RIVER OAKS,DR,,1,D - Driver,Apparently Normal,None Given,Human Element
8/4/2022,2022-00047786,OK0140200,,N,,PORTER,AVE,,E,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/4/2022,2022-00047786,OK0140200,,N,,PORTER,AVE,,E,,ROBINSON,ST,,1,D - Driver,Odor of Alcohol Beverage,Test Refused,Alcohol DUI/DWI
8/5/2022,2022-00047823,OK0140200,,N,,FLOOD,AVE,,W,,FRANKLIN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2022,2022-00047823,OK0140200,,N,,FLOOD,AVE,,W,,FRANKLIN,RD,,1,D - Driver,Apparently Normal,None Given,From Signal Light
8/5/2022,2022-00047868,OK0140200,,,,ASP,AVE,,W,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2022,2022-00047868,OK0140200,,,,ASP,AVE,,W,,BOYD,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/5/2022,2022-00047884,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2022,2022-00047884,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,1,D - Driver,Unknown,Blood,Drug - DUI
8/5/2022,2022-00047884,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/5/2022,2022-00047915,OK0140200,,,,12TH,AVE,SE,E,,CEDAR LANE,RD,,1,D - Driver,Apparently Normal,None Given,Left
8/5/2022,2022-00047915,OK0140200,,,,12TH,AVE,SE,E,,CEDAR LANE,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/3/2022,2022-00047925,OK0140200,,,,12TH,AVE,SE,E,,BROOKS,ST,,2,C - Parked Car,Not Applicable,None Given,No Improper Action by Driver
8/3/2022,2022-00047925,OK0140200,,,,12TH,AVE,SE,E,,BROOKS,ST,,1,D - Driver,Unknown,Not Applicable,Inattention Other
8/6/2022,2022-00048093,OK0140200,,W,,MAIN,ST,,N,,LAHOMA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/6/2022,2022-00048093,OK0140200,,W,,MAIN,ST,,N,,LAHOMA,AVE,,1,D - Driver,Apparently Normal,None Given,Improper Backing
8/7/2022,2022-00048299,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2022,2022-00048299,OK0140200,,,,24TH,AVE,NW,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/7/2022,2022-00048304,OK0140200,,,,24TH,AVE,SE,E,,STATE HWY 9,HWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2022,2022-00048304,OK0140200,,,,24TH,AVE,SE,E,,STATE HWY 9,HWY,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/7/2022,2022-00048309,OK0140200,,,,COLLEGE,AVE,,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/7/2022,2022-00048309,OK0140200,,,,COLLEGE,AVE,,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/7/2022,2022-00048371,OK0140200,,,,ETOWAH,RD,,,,120TH,AVE,SE,1,A - Animal,Not Applicable,Not Applicable,Domestic Animal in Roadway
8/7/2022,2022-00048371,OK0140200,,,,ETOWAH,RD,,,,120TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2022,2022-00048461,OK0140200,,,,24TH,AVE,NE,,,JACKSON,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2022,2022-00048461,OK0140200,,,,24TH,AVE,NE,,,JACKSON,DR,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/8/2022,2022-00048492,OK0140200,,N,,BERRY,RD,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2022,2022-00048492,OK0140200,,N,,BERRY,RD,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Improper Backing
8/8/2022,2022-00048500,OK0140200,,,,12TH,AVE,NE,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2022,2022-00048500,OK0140200,,,,12TH,AVE,NE,,,ALAMEDA,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/8/2022,2022-00048518,OK0140200,,,,ALAMEDA,ST,,S,,CARTER,AVE,,1,D - Driver,Apparently Normal,Test Refused,No Improper Action by Driver
8/8/2022,2022-00048518,OK0140200,,,,ALAMEDA,ST,,S,,CARTER,AVE,,2,D - Driver,Apparently Normal,None Given,Improper Use of Lane
8/8/2022,2022-00048552,OK0140200,,N,,PORTER,AVE,,,,HIGHLAND VILLAGE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2022,2022-00048552,OK0140200,,N,,PORTER,AVE,,,,HIGHLAND VILLAGE,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/8/2022,2022-00048600,OK0140200,,W,,ROBINSON,ST,,N,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/8/2022,2022-00048600,OK0140200,,W,,ROBINSON,ST,,N,,FLOOD,AVE,,1,D - Driver,Odor of Alcohol Beverage,None Given,Private Drive
8/9/2022,2022-00048735,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,To Vehicle on Right
8/9/2022,2022-00048735,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2022,2022-00048770,OK0140200,,W,,MAIN,ST,,,,26TH,DR,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2022,2022-00048770,OK0140200,,W,,MAIN,ST,,,,26TH,DR,SW,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/9/2022,2022-00048786,OK0140200,,,,60TH,AVE,NW,W,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/9/2022,2022-00048786,OK0140200,,,,60TH,AVE,NW,W,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2022,2022-00048827,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/9/2022,2022-00048827,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
8/10/2022,2022-00048896,OK0140200,,E,,MAIN,ST,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00048896,OK0140200,,E,,MAIN,ST,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Improper Backing
8/10/2022,2022-00048906,OK0140200,,,,24TH,AVE,SW,W,,LINDSEY,ST,,2,P - Pedestrian,Apparently Normal,Not Applicable,Improper Act Other Unkn
8/10/2022,2022-00048906,OK0140200,,,,24TH,AVE,SW,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/10/2022,2022-00048908,OK0140200,,S,,PORTER,AVE,,E,,EUFAULA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00048908,OK0140200,,S,,PORTER,AVE,,E,,EUFAULA,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/10/2022,2022-00048929,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00048929,OK0140200,,W,,STATE HWY 9,HWY,,,,CHAUTAUQUA,AVE,,1,D - Driver,Apparently Normal,None Given,Improper Backing
8/10/2022,2022-00048938,OK0140200,,S,,BERRY,RD,,W,,LINDSEY,ST,,1,D - Driver,Emotional,None Given,Improper Act Other Unkn
8/10/2022,2022-00048938,OK0140200,,S,,BERRY,RD,,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,Human Element
8/10/2022,2022-00048987,OK0140200,,W,,MAIN,ST,,N,,JAMES GARNER,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00048987,OK0140200,,W,,MAIN,ST,,N,,JAMES GARNER,AVE,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/10/2022,2022-00048999,OK0140200,,W,,MAIN,ST,,N,,SHERRY,AVE,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/10/2022,2022-00048999,OK0140200,,W,,MAIN,ST,,N,,SHERRY,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00049008,OK0140200,,,,24TH,AVE,NE,,,JACKSON,DR,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/10/2022,2022-00049008,OK0140200,,,,24TH,AVE,NE,,,JACKSON,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00049011,OK0140200,,,,12TH,AVE,NE,E,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/10/2022,2022-00049011,OK0140200,,,,12TH,AVE,NE,E,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,From Signal Light
8/11/2022,2022-00049050,OK0140200,,N,,FLOOD,AVE,,W,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2022,2022-00049050,OK0140200,,N,,FLOOD,AVE,,W,,ROCK CREEK,RD,,1,D - Driver,Unknown,None Given,For Traffic Signal
8/11/2022,2022-00049092,OK0140200,,,,I35 NB ON RAMP 109,RAMP,,W,,MAIN,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/11/2022,2022-00049092,OK0140200,,,,I35 NB ON RAMP 109,RAMP,,W,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2022,2022-00049104,OK0140200,3605,,,36TH,AVE,NW,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/11/2022,2022-00049104,OK0140200,3605,,,36TH,AVE,NW,,,,,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/12/2022,2022-00049268,OK0140200,,W,,ROBINSON,ST,,,,36TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2022,2022-00049268,OK0140200,,W,,ROBINSON,ST,,,,36TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
8/12/2022,2022-00049283,OK0140200,,,,WYLIE,RD,,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/12/2022,2022-00049283,OK0140200,,,,WYLIE,RD,,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2022,2022-00049286,OK0140200,,,,PRIVATE PROPERTY / 3720 W ROBINSON ST,,,,,,,,2,C - Parked Car,Apparently Normal,None Given,No Improper Action by Driver
8/12/2022,2022-00049286,OK0140200,,,,PRIVATE PROPERTY / 3720 W ROBINSON ST,,,,,,,,1,D - Driver,Apparently Normal,None Given,Avoiding Other Vehicle
8/12/2022,2022-00049338,OK0140200,,E,,STATE HWY 9,HWY,,,,JOHN SAXON,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2022,2022-00049338,OK0140200,,E,,STATE HWY 9,HWY,,,,JOHN SAXON,BLVD,,1,D - Driver,Emotional,None Given,Inattention Other
8/12/2022,2022-00049344,OK0140200,,W,,TECUMSEH,RD,,N,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2022,2022-00049344,OK0140200,,W,,TECUMSEH,RD,,N,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Private Drive
8/12/2022,2022-00049358,OK0140200,,,,12TH,AVE,SE,,,ALAMEDA,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
8/12/2022,2022-00049358,OK0140200,,,,12TH,AVE,SE,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/12/2022,2022-00049416,OK0140200,,E,,STATE HWY 9,HWY,,,,SHORELINE,DR,,1,D - Driver,Drinking - Ability Impaired,Test Refused,Fail to Yield Other
8/12/2022,2022-00049416,OK0140200,,E,,STATE HWY 9,HWY,,,,SHORELINE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/13/2022,2022-00049449,OK0140200,,,,PRIVATE PROPERTY / 3000 CHAUTAUQUA AVE,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
8/13/2022,2022-00049449,OK0140200,,,,PRIVATE PROPERTY / 3000 CHAUTAUQUA AVE,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
8/13/2022,2022-00049490,OK0140200,,W,,MAIN,ST,,N,,SHERRY,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/13/2022,2022-00049490,OK0140200,,W,,MAIN,ST,,N,,SHERRY,AVE,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/13/2022,2022-00049510,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/13/2022,2022-00049510,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/13/2022,2022-00049518,OK0140200,,,,PRIVATE PROPERTY / 1001 E ROBINSON ST,,,,,,,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
8/13/2022,2022-00049520,OK0140200,,,,PRIVATE PROPERTY / 1919 W BOYD ST,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
8/13/2022,2022-00049520,OK0140200,,,,PRIVATE PROPERTY / 1919 W BOYD ST,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
8/13/2022,2022-00049600,OK0140200,,,,CLASSEN,BLVD,,,,POST OAK,RD,,3,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
8/13/2022,2022-00049600,OK0140200,,,,CLASSEN,BLVD,,,,POST OAK,RD,,1,D - Driver,Drinking - Ability Impaired,Breath,From Stop Sign
8/13/2022,2022-00049600,OK0140200,,,,CLASSEN,BLVD,,,,POST OAK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/14/2022,2022-00049770,OK0140200,,W,,LINDSEY,ST,,S,,BERRY,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/14/2022,2022-00049770,OK0140200,,W,,LINDSEY,ST,,S,,BERRY,RD,,1,D - Driver,Apparently Normal,None Given,Human Element
8/15/2022,2022-00049944,OK0140200,,,,I35 SB ON RAMP 114,RAMP,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/15/2022,2022-00049944,OK0140200,,,,I35 SB ON RAMP 114,RAMP,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2022,2022-00050051,OK0140200,,,,108TH,AVE,NE,E,,BETHEL,RD,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2022,2022-00050051,OK0140200,,,,108TH,AVE,NE,E,,BETHEL,RD,,2,D - Driver,Apparently Normal,None Given,From Stop Sign
8/16/2022,2022-00050119,OK0140200,,,,24TH,AVE,NW,,,RADIUS,WAY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2022,2022-00050119,OK0140200,,,,24TH,AVE,NW,,,RADIUS,WAY,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
8/16/2022,2022-00050131,OK0140200,,N,,PORTER,AVE,,E,,HADDOCK,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2022,2022-00050131,OK0140200,,N,,PORTER,AVE,,E,,HADDOCK,ST,,1,D - Driver,Apparently Normal,None Given,Private Drive
8/16/2022,2022-00050170,OK0140200,,,,PRIVATE PROPERTY / 1400 24TH AVE NW,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2022,2022-00050170,OK0140200,,,,PRIVATE PROPERTY / 1400 24TH AVE NW,,,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/16/2022,2022-00050206,OK0140200,,E,,LINDSEY,ST,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/16/2022,2022-00050206,OK0140200,,E,,LINDSEY,ST,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,Human Element
8/16/2022,2022-00050249,OK0140200,,S,,LAHOMA,AVE,,W,,SYMMES,ST,,2,D - Driver,Not Applicable,None Given,No Improper Action by Driver
8/16/2022,2022-00050249,OK0140200,,S,,LAHOMA,AVE,,W,,SYMMES,ST,,1,D - Driver,Drinking - Ability Impaired,None Given,Inattention Other
8/17/2022,2022-00050307,OK0140200,,N,,PORTER,AVE,,E,,DALE,ST,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
8/17/2022,2022-00050307,OK0140200,,N,,PORTER,AVE,,E,,DALE,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/17/2022,2022-00050314,OK0140200,,,,TECUMSEH,DR,,N,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,Right
8/17/2022,2022-00050314,OK0140200,,,,TECUMSEH,DR,,N,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/17/2022,2022-00050328,OK0140200,,W,,TECUMSEH,RD,,N,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,In Front of Oncoming Traffic
8/17/2022,2022-00050328,OK0140200,,W,,TECUMSEH,RD,,N,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/17/2022,2022-00050369,OK0140200,,N,,FLOOD,AVE,,W,,FRANKLIN,RD,,1,D - Driver,Apparently Normal,None Given,From Signal Light
8/17/2022,2022-00050369,OK0140200,,N,,FLOOD,AVE,,W,,FRANKLIN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/17/2022,2022-00050441,OK0140200,,,,ALAMEDA,ST,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/17/2022,2022-00050441,OK0140200,,,,ALAMEDA,ST,,,,12TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,Private Drive
8/18/2022,2022-00050607,OK0140200,,E,,ROBINSON,ST,,N,,FINDLAY,AVE,,4,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050607,OK0140200,,E,,ROBINSON,ST,,N,,FINDLAY,AVE,,1,D - Driver,Apparently Normal,None Given,Stopped in Traffic Lane
8/18/2022,2022-00050607,OK0140200,,E,,ROBINSON,ST,,N,,FINDLAY,AVE,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050607,OK0140200,,E,,ROBINSON,ST,,N,,FINDLAY,AVE,,2,D - Driver,Apparently Normal,None Given,Other Distraction Inside
8/17/2022,2022-00050632,OK0140200,,S,,BERRY,RD,,W,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Inexperienced Driver - Young
8/18/2022,2022-00050665,OK0140200,,,,12TH,AVE,NW,W,,FRANKLIN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050665,OK0140200,,,,12TH,AVE,NW,W,,FRANKLIN,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050665,OK0140200,,,,12TH,AVE,NW,W,,FRANKLIN,RD,,1,D - Driver,Apparently Normal,None Given,Private Drive
8/18/2022,2022-00050669,OK0140200,,,,12TH,AVE,SE,E,,BROOKS,ST,,1,D - Driver,Apparently Normal,None Given,Traffic Condition
8/18/2022,2022-00050669,OK0140200,,,,12TH,AVE,SE,E,,BROOKS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050676,OK0140200,,W,,ROBINSON,ST,,,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Left
8/18/2022,2022-00050676,OK0140200,,W,,ROBINSON,ST,,,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050678,OK0140200,,,,36TH,AVE,SW,,,WILLOWBEND,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050678,OK0140200,,,,36TH,AVE,SW,,,WILLOWBEND,RD,,1,D - Driver,Apparently Normal,None Given,Left
8/18/2022,2022-00050681,OK0140200,,,,CLASSEN,BLVD,,,,ANN BRANDEN,BLVD,,4,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050681,OK0140200,,,,CLASSEN,BLVD,,,,ANN BRANDEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050681,OK0140200,,,,CLASSEN,BLVD,,,,ANN BRANDEN,BLVD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050681,OK0140200,,,,CLASSEN,BLVD,,,,ANN BRANDEN,BLVD,,1,D - Driver,Apparently Normal,None Given,Human Element
8/18/2022,2022-00050685,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050685,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Human Element
8/18/2022,2022-00050698,OK0140200,,,,12TH,AVE,SE,,,CEDAR CREEK,DR,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
8/18/2022,2022-00050698,OK0140200,,,,12TH,AVE,SE,,,CEDAR CREEK,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050699,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/18/2022,2022-00050699,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Inattention Other
8/19/2022,2022-00050799,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/19/2022,2022-00050799,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Human Element
8/19/2022,2022-00050801,OK0140200,,E,,LINDSEY,ST,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/19/2022,2022-00050801,OK0140200,,E,,LINDSEY,ST,,,,12TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
8/19/2022,2022-00050831,OK0140200,,W,,LINDSEY,ST,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/19/2022,2022-00050831,OK0140200,,W,,LINDSEY,ST,,,,CHAUTAUQUA,AVE,,1,D - Driver,Apparently Normal,None Given,From Signal Light
8/19/2022,2022-00050846,OK0140200,,,,PRIVATE PROPERTY / 1239 W. MAIN ST.,,,,,,,,1,B - Bicyclist,Unknown,None Given,Improper Act Other Unkn
8/19/2022,2022-00050846,OK0140200,,,,PRIVATE PROPERTY / 1239 W. MAIN ST.,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
8/19/2022,2022-00050846,OK0140200,,,,PRIVATE PROPERTY / 1239 W. MAIN ST.,,,,,,,,3,P - Pedestrian,Apparently Normal,Not Applicable,No Improper Action by Driver
8/19/2022,2022-00050855,OK0140200,,N,,PICKARD,AVE,,,,KANSAS,ST,,1,D - Driver,Drinking - Ability Impaired,Test Refused,Alcohol DUI/DWI
8/19/2022,2022-00050865,OK0140200,,,,PRIVATE PROPERTY / 1920 RESEARCH PARK,,,,,,,,1,D - Driver,Apparently Normal,None Given,Incident Report
